type,title,times,desc
type,title,times,desc
zongyi,叶一茜毛毛姐加盟爆款星主播 见证后浪种草实力,2020-08-20 11:28:00,由腾讯视频独播的首档电商直播真人秀节目《爆款星主播》，已正式公布于11月播出。节目由沈涛担纲“首席聚星官”，原湖南卫视鬼马主持人关关作为“聚星助力官”倾力加盟，还将邀请到圈内最有影响力的明星和国内顶级流量的好物推荐官倾力助阵，共同见证点评业内“后浪”的“种草”实力！根据最新路透，除了已曝光的首发嘉宾带货女王“薇娅”和“奇葩说冠军”肖骁之外， “时尚辣妈”叶一茜、“视频平台人气赛总冠军”毛毛姐也将加盟参与录制。叶一茜作为圈内公认的“时尚辣妈”，经常在直播中与粉丝分享日常生活中自己用到的“好物”，这次作为“好物推荐官”参与《爆款星主播》一定会给观众带来更精彩的呈现。视频平台网红毛毛姐凭借鲜明的语言内容和夸张演绎广受粉丝喜爱，他的视频作品“农村人跟城里人蹦迪的区别”中的一句台词“好嗨奥，感觉人生已经达到了高潮，感觉人生已经达到了巅峰”，被无数人当bgm。目前“毛毛姐”粉丝已逾3000万，无论是带货能力还是广告效应都成为当之无愧的现象级红人。相信毛毛姐一定会在《爆款星主播》为选手做出切中要害的犀利点评。目前《爆款星主播》仍在海选中，随着更多嘉宾阵容和录制花絮的曝光，一定会为网友们带来更多的惊喜。(责编：明侦探)
zongyi,黄子韬与学员热聊 热狗独自坐前面直呼"变边缘人",2020-08-20 00:07:00,新浪娱乐讯 8月19日，说唱歌手热狗在微博晒出一张《说唱新世代》的节目照，照片中，黄子韬坐在热狗身后，和旁边的两位学员热聊，而热狗坐在前面戴着墨镜，显得有点孤单。他配文写道：“只要有心，不管到哪都可以变成边缘人。”随后，有网友在评论区给他留言，热狗也一一做了回应。有网友写道：“他们都不是盲人诶”，热狗回复称：“对，我惊了，哪有人录节目不戴墨镜的！我这几年到底经历了什么。”有网友调侃他的年纪不允许让他融入年轻人了，热狗也翻牌回复道：“我还年轻，这就是新世代找我的原因（漂亮的双押）。”
zongyi,艾福杰尼《泥巴小子》备受期待 综艺加持全面开花,2020-08-19 15:38:00,近日，著名说唱歌手、音乐制作人艾福杰尼又披露一首专辑内新歌《候木屋》，为他在8月24日即将发行的第三张个人原创专辑《泥巴小子》持续造热，引发高度期待。正值两档参与的综艺节目杀青及收官，可谓是音乐与综艺全面开花。艾福杰尼的这一首新歌《候木屋》，作为第三张全新个人专辑《泥巴小子》的预热曲已于平台上线，这也是他第三张创作专辑中率先披露的第二支歌曲。艾福杰尼用这首《候木屋》喻指“家庭”，表达自己对家庭观念的重视态度。“家”是每一个人最依赖的温柔港湾，艾福杰尼也想通过自己的音乐向听众传递一份温暖安心的力量。在前行的路上难免会迷失方向，希望大家无论如何不要忘记回家的路，不必在意流言蜚语，只需勇敢前进。《侯木屋》的MV真实记录了艾福杰尼的日常生活，展示他身为rapper最真实的一面。艾福杰尼坦言，他与大家一样，每天的日常都是“三点一线”，生活中的组成部分同样是工作、家人和朋友，生活寻常且简单。艾福杰尼近年发展全面，无论在音乐领域还是综艺节目上都有亮眼表现。出生于新疆的他，也一直积极尝试将更多中华民族传统的音乐风格融入在流行音乐当中，不仅旋律感高级，不同的音乐元素也融合的恰到好处，除去词曲创作能力高超以外，歌曲制作水平也令人眼前一亮。近期与范丞丞、马伯骞、宋妍霏等人一同参与录制的综艺《720潮流合伙人》已宣布杀青，参与的大型节目《超新星运动会》也已收官完结，这些节目中都不难发现艾福杰尼的亮眼表现，凭借幽默表现也登上热搜前列。今年来持续在综艺节目中，艾福杰尼都展现出他过人的艺能感，也令更多观众期待他出现在更多综艺节目中。而这次上线的新专辑《泥巴小子》第二首预热曲《候木屋》，也正在向听众们表达，艾福杰尼在外无论尝试怎样多面的新鲜领域，而归家后认真做好音乐的初衷是不曾改变的。据悉，艾福杰尼第三张全新个人专辑《泥巴小子》，即将于8月24日全面上线。期待西部说唱风暴艾福杰尼为大家带来高品质音乐的同时，也期待歌手与综艺人身份切换自如的他在更多综艺节目中优秀表现。(责编：kita)
zongyi,《新生日记》第二季定档 宁桓宇宣布升级当爸,2020-08-19 07:58:00,新快报讯 记者徐绍娜报道 《新生日记》第二季昨日发布定档海报，正式宣布定档8月25日，每周二中午12点芒果TV全网独播。随后，节目官宣宁桓宇、周安琴夫妇甜蜜加盟，宁桓宇也在微博上大方公开老婆的B超照片，高调宣布升级当爸。此前，《新生日记》曾放出了一组嘉宾悬念海报，“追梦赤子 新手爸妈”这一标签引起了网友的猜测，如今谜底揭开，原来是13届快男宁桓宇和老婆周安琴。宣传片中，宁桓宇、周安琴开启相爱相杀的互怼模式。周安琴表示自己一定是个慈母，吐槽老公宁桓宇啥都不干只会吹牛，这让宁桓宇非常不服。于是，宁桓宇开启对周安琴无微不至的照顾模式，搬行李时“你别动，我来”，做饭炒菜时“我来我来，我来摘”，并放话要用实际行动证明自己也会是个慈父。据透露，《新生日记》第二季全新夫妻阵容即将逐一揭晓，将继续呈现四对不同孕期夫妻的日常生活，不仅包括新手父母，更聚焦二孩家庭，真实记录四组家庭从孕到育的关键时刻，聚焦当下的社会热点问题。(责编：kita)
zongyi,《两天一夜》因疫情推迟日程 大幅度减少拍摄人员,2020-08-20 10:28:00,新浪娱乐讯　KBS2人气综艺节目《两天一夜》第四季受新冠疫情的影响，决定推迟预定的拍摄日程。20日，KBS相关人士对韩媒表示：“由于最近新冠病毒在首尔、首都圈地区的扩散，《两天一夜》决定延期预定于21日的拍摄。存有一定的拍摄分量，所以不会影响到节目播出。《两天一夜》节目组正在密切关注着新冠病毒扩散情况，将讨论下周的拍摄日程。另外，对拍摄场地及构成等都有进行考虑。随着政府在首尔、首都圈地区实施“社会距离2阶段”政策，今后拍摄时我们也将会积极履行防疫方针。像野外及室内拍摄将采用最少人员运营的方针，把成员以及工作人员的安全放在首位。《两天一夜》节目组从今年年初开始一直关注着疫情变化趋势，不断修改结构进行拍摄，出演者和工作人员也一直致力于防疫工作。就像以往积极履行防疫方针时一样，今后也将安全地制作节目。”另外，KBS2人气综艺节目《两天一夜》第四季成员有延政勋、金宣虎、文世允、金钟旼、Dindin、RAVI（金元植）。bnt新闻/供稿 张薇/文 KBS2/图(责编：肉圆)
zongyi,马思纯发文大夸李诞 称其中年得志台上台下一个样,2020-08-19 23:02:00,新浪娱乐讯 8月19日，综艺《脱口秀大会》更新，马思纯在节目播出后发文夸赞李诞，她写道：“《脱口秀大会》是我最近半年的欢乐源泉，一下子从第一期反反复复刷到今天这期。不能不说，诞总是个有想法的男子，中年得志。而且最难得是，他台上台下一个样，不装，当然他也没机会耍帅。但是这份真诚值得我继续追他的节目。（我向他表达我对节目的爱，他让我夸他。）尽力了。”李诞见状在评论区回应称：“括号之外的都是真情实感，很感动，有品味，替你开心。 ”
zongyi,《奔跑吧》走过100期 创新是根本,2020-08-19 06:27:00,上周五收官的浙江卫视《奔跑吧》第四季再次创造了多个经典的综艺主题，而这档常青节目也走过了100期，即将进入第八个年头。本季《奔跑吧》平均收视率CSM55城2.852，微博热搜139个，较去年增长67%；全网热搜1002个，较去年增长251%，继续稳居同时段第一位。而今年作为国家攻坚脱贫的重要时期，《奔跑吧》也将承担社会责任，在第四季度推出《奔跑吧·黄河篇》。导演姚译添透露，具体的节目方案、嘉宾阵容仍在策划中，“但相信会让大家看到比较不一样的《奔跑吧》。”2020年是特殊的一年。新冠疫情让人们暂停忙碌，开始反思生活；社交距离的被迫疏离，却让人与人的心灵交流趋于紧密。而从“黄河大合唱”“联合国环保演讲”到“龙舟争霸赛”“鞍钢父子特辑”，始终围绕社会主题的《奔跑吧》本季也再次突破以往风格，内容上更注重探寻内心世界。例如节目第六期的“打头事件”，节目组用诙谐幽默的环节，首度用真人秀方式探讨了碎片化信息时代带来的认知误区。随着网络飞速发展，真真假假的消息充斥社交媒介，大到国家、疫情等公共事件，小到平凡人的日常生活，大众缺乏理性判断的能力，导致谣言传播给很多人带来了伤害。“包括嘉宾、节目组都经历过恶意揣测和无中生有，但其实很多人并不了解事情的全过程。”姚译添称。因此《奔跑吧》开展了这场模拟性的社会实验，设计了“沙溢打李晨”这条未经证实的消息，并在扩散过程中让嘉宾形成社会中最常见的“不实信息制造者”“不实信息受害者”“围观者”等不同角色，引出“你看到的不一定是事实，你以为的事实不一定是真相”的话题探讨，以呼吁大众客观全面地思考问题。本季《奔跑吧》也再次走出自身舒适区，挑战了“人生选择”、“偶像包袱”等诸多看似日常、却需要头脑风暴的意象化主题。在姚译添看来，如果把《奔跑吧》比作一家多年名店，随着大众生活水平、审美能力的不断提高，品牌主打的内容也必须创新。“这是我们节目组的‘执念’。所以每一季我们都希望至少有一期不太走寻常路。”其中第七期“循”演马戏团最具先锋性。看似是一场马戏巡演，但跑男团却陷入一场时间循环中。场景、游戏一遍遍重复，每一次挑战失败后，全体都要回到最初的场景重新开始。姚译添称，这期的创意来源于电影中常见的时间循环，也映射了疫情期间大家每天都在重复同样的生活。但在强调速食节奏的娱乐真人秀，这个没有任何先例参考的主题，也极大考验了观众的耐心，播出后评价良莠不齐。其实在录制前四天，姚译添也曾打退堂鼓，犹豫要不要改做一期风险更小的内容，“游戏不能太难也不能太简单，我们反复测试，保证玩个两三次都能通过，不会一直循环下去。但我们还是不知道会拍成什么样子，太难了。”最终姚译添还是选择了创新。他认为当一件事所有人都认为没有风险时，反而证明它已经过时了。“打头事件”播出后，观众评价此期为最用心的节目策划，#奔跑吧这期主题真的好#话题微博阅读量也高达6.3亿。从第一、二季首次尝试剧情化综艺，第三季将“狼人游戏”综艺化，到第四季探索沉浸式破案剧情的模式……《奔跑吧》从不希望吃老本。“在突破、创新的过程中，必然会出现很多问题，也不是每次尝试都成功。但我们愿意冒这个险，不断尝试才能有更多前进的空间。”姚译添说。2019年“跑男团”历经大换血，姚译添试图转换节目的“明星视角”，用全新阵容直面“综N代”所需的生命力延续。而本季《奔跑吧》再次更新换代，由李晨、Angelababy（杨颖）、郑恺三位老成员继续坐镇，带领新加入的沙溢、蔡徐坤、郭麒麟，全面黏合70后、80后、90后、00后等各个年龄层的观众。姚译添综合考量了嘉宾间的搭配，尽量避免跑男团中有重复的性格和特长。沙溢承担了节目“润滑剂”的角色，用快速的抛梗、接梗能力，把新老成员迅速串联起来。“他很适合这个节目。”郭麒麟是节目中的“机灵”担当，“虽然其他成员也很聪明，但郭麒麟的聪明有个人风格。而且他语言天赋很高，知识涉猎面也特别广。”而蔡徐坤则是第一次担任户外真人秀的固定嘉宾。一开始姚译添并不了解他的性格，但见面后却发现了他身上尚未被大众看到的一面——性格有时大大咧咧，是个大男孩；有时又保持偶像的气质；玩游戏、做任务也具有很强的胜负欲。在录制过程中，蔡徐坤也给姚译添带来诸多惊喜。例如适用于任何环境的“坤式步伐”、快到模糊的奔跑速度，“他的运动力超乎我的预料。”例如天然的综艺感，很多时候蔡徐坤并不需要刻意做什么，但真实的反应就能产生节目想要的效果。新成员通过节目被大众认知，老成员也一改上一季的紧绷状态。Angelababy在“魅力男士”撕名牌中反杀男嘉宾；郑恺在“100期特辑”中获得全勤嘉宾奖；性格耿直的李晨在“打头事件”中因饰演“诬陷者”而崩溃落泪。“他们被激发出料想不到的表现，给观众带来惊喜。”2014年10月10日，《奔跑吧兄弟》播出第一期节目，自此“跑男团”喊着“奔跑吧”的口号，陪伴观众走过了“七年之痒”。七年间，跑男团先后前往十几个国家、几十个城市，经历了上百种考验。本季《奔跑吧》迎来了它的第100期，姚译添感触颇多，“我们没觉得自己有多厉害，但真的很不容易。很多幕后故事大家并不知道，好多人都在为节目付出。”因此“100期特辑”姚译添并未刻意“煽情”，而是当作一期普通节目策划，展开跑男团与“00后”的对决以此迎接新生的力量；同时在最后撕名牌时，将100期的所有关键词串成通关密码，一步步吸引嘉宾和观众回忆起过去七年的点点滴滴。而《奔跑吧》走入新的百期，姚译添坦言，台前幕后都背负了更多压力， “很多观众都说自己是100期的全勤观众，我们知道，无论他们是批评还是建议，都对这个节目带着爱和期许，我们不能做得不好。我觉得未来我们更多会带着这样的责任和守护心继续把《奔跑吧》做下去。”采写/新京报记者 张赫(责编：kita)
